PrjName;Filter;RecordNo;AgentId;AgentUserName;PhoneNo;Language;LtCallDt;LtCallWd;LtCallST;CallDurS;CallDurM;LtQuestF;CallCnt;LtCallR;WaveNo;Priority;DialingMode;ResCompleted;IntLevel;ResTimeZone;CallNotes;RestrictionOverride;ResTimeSlot;LtCaseR;CyclePhoneNumber;ManualDialing;LANG;NAME;INT01;N1;N2_1;RegionA;R1;SCREE;T1;X1;INT10;X2a;X2b;X3M1;X3M2;X3M3;X3M4;X3M5;X3M6;X3M7;X3M8;X3M9;X3M10;X4M1;X4M2;X4M3;X4M4;X4M5;X4M6;X4M7;X4M8;X4M9;X4M10;X5M1;X5M2;X5M3;X5M4;X5M5;X5M6;X5M7;X5M8;X5M9;X5M10;X6M1;X6M2;X6M3;X6M4;X6M5;X6M6;X6M7;X6M8;X6M9;X6M10;X7M1;X7M2;X7M3;X7M4;X7M5;X7M6;X7M7;X7M8;X7M9;X7M10;X8M1;X8M2;X8M3;X8M4;X8M5;X8M6;X8M7;X8M8;X8M9;X8M10;X9M1;X9M2;X9M3;X9M4;X9M5;X9M6;X9M7;X9M8;X9M9;X9M10;X10M1;X10M2;X10M3;X11_1;X11_2;X11_3;X11_4;X11_5;X11_6;X11_7;X11_8;X11_9;X11_10;X12;X13;X14;RAUS;BYE;VOLL;INT;SQ;F6;PR_CODE;REG;DISTR;SETTL;IMPOR;TEL1;TEL2;TEL3;LSURN;LNAME;TEL4;TEL5;LSURN2;LNAME2;TEL6;TEL7;LSURN3;LNAME3;TEL8;RESPONDENT;TEL9;NOTE;KORR;F7;QN1;QN2;QN3;QN4;QN5;F8;QN6;QN7;QN8;F11;CB
Grupa.1;1;1230;57;Agent.09;668385140;1;20210729;5;14:25:00;804;13;461;4;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32090468;;;85;101;;21;21;111;101;108;;;;;;;;;;;;;;;;;;2;;;;;;;4;;;101;103;104;106;107;;;;;;101;102;105;106;108;109;110;;;;5;1;2;4;4;4;999;4;1;1;1;;1;5;;3;4;;;;200;;;9;6;5;6;3;4;9;2;10;2;1984;104;103;;99;100;CO;;;670948;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa.1;1;1234;57;Agent.09;383567648;1;20210730;6;17:28:00;2012;34;462;3;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090474;;;70;101;;120;120;108;101;118;116;105;103;;;;;102;103;104;105;106;107;;;;;1;5;3;4;1;4;3;3;;;101;102;103;104;108;;;;;;101;102;103;105;;;;;;;1;5;1;4;4;4;1;5;2;4;4;2;5;1;;;;3;;;104;106;109;9;7;9;7;4;9;9;10;6;6;1973;102;102;;99;100;CO;;;904730;;;;;707448548;;;;;;;;;;;;;;;;;1;;egestas non Praesent sem amet tincidunt placerat. pretium varius aliquet, interdum mus. mattis a quam felis. quam Class vel,;;;;;;;;;;2,02E+11
Grupa.1;1;1242;57;Agent.09;914877787;1;20210806;6;10:31:00;1676;28;462;6;CO;4;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090486;;;85;101;;448;448;108;101;;;;;;;;;;;;;;;;;;;999;;;;;;;5;;;101;102;103;106;107;108;;;;;102;103;105;106;107;;;;;;5;5;5;5;4;5;4;3;5;2;5;4;1;;;5;3;5;;;106;103;;10;5;9;4;8;9;10;7;8;2;1945;103;104;;99;100;CO;;;399718;;;;;;;;;;;;;;;;;;;;;;1;;posuere. adipiscing ut. inceptos sed lacinia turpis turpis amet euismod Nullam est. Vivamus Fusce pretium dapibus, viverra d;posuere. adipiscing ut. inceptos sed lacinia turpis turpis amet euismod Nullam est. Vivamus Fusce pretium dapibus, viv;;;;;;;;;2,02E+11
Grupa.1;1;1253;53;Agent.06;433857924;1;20210730;6;11:47:00;591;10;462;3;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32090493;;;111;101;;5;0;119;114;101;102;113;108;112;105;117;;101;102;103;106;;;;;;;1;3;4;;4;4;;4;;;101;102;103;104;105;110;;;;;101;102;103;105;106;108;;;;;2;5;5;5;4;3;4;2;5;5;5;1;4;5;5;;;;;3;104;108;;10;9;8;6;2;10;3;9;9;3;1998;103;102;;99;100;CO;;;282385;;;;;;;;;;;;;;;;;;;;;;1;;viverra et Cras condimentum. odio lacinia metus, scelerisque. maximus malesuada ornare lorem. vulputate lacinia sagittis. du;;;;;;;;;;2,02E+11
Grupa.1;1;1280;55;Agent.07;731004338;1;20210729;5;11:57:00;1187;20;461;1;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090559;;;72;101;;68;68;101;108;117;;;;;;;;101;103;105;;;;;;;;4;;4;;3;;;3;;;101;102;103;104;107;108;110;;;;101;102;103;105;110;;;;;;1;1;5;4;2;2;1;2;2;3;5;5;4;1;;;4;4;;3;106;104;;7;2;10;6;9;10;3;7;6;10;1975;104;103;;99;100;CO;;;316904;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa.1;1;1301;57;Agent.09;171956714;1;20210803;3;12:22:00;1833;31;462;6;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090673;;;133;101;;315;315;105;108;;;;;;;;;101;102;103;104;105;106;107;108;;;4;4;5;2;2;2;4;2;;;101;103;104;105;106;107;;;;;103;104;105;;;;;;;;5;5;5;5;2;3;4;1;5;2;5;;5;5;3;2;3;;;;101;105;;10;7;8;1;4;10;10;10;5;6;1988;104;104;;99;100;CO;;;892618;;;;;274043845;;;;;;;;;;;;;;;;;1;;amet, aliquet facilisis tortor vitae neque, ad cursus per Donec Sed diam neque sed ornare sapien, turpis sagittis diam himen;;;;;;;;;;2,02E+11
Grupa.1;1;1311;47;Agent.03;571102753;1;20210730;6;12:47:00;1428;24;462;4;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32090697;;;166;101;;126;126;999;;;;;;;;;;102;103;105;106;;;;;;;;1;1;;5;2;;;;;101;102;103;104;105;106;107;108;109;;101;103;104;105;106;;;;;;5;5;4;4;2;3;4;3;3;2;5;2;1;3;4;1;1;2;4;;105;102;104;2;8;8;2;7;5;9;8;6;8;1989;103;104;;99;100;CO;;;338518;;;;;;;;;;;;;;;;;;;;;;1;;lobortis. volutpat, a id dui. nisl amet, parturient tincidunt placerat. sem quam scelerisque. Suspendisse mattis diam sollic;;;;;;;;;;2,02E+11
Grupa.1;1;1319;51;Agent.05;561068728;1;20210802;2;11:04:00;1761;29;462;5;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090745;;;68;101;;130;130;117;108;101;102;;;;;;;102;104;106;107;110;;;;;;2;3;;2;;3;4;5;;1;101;102;103;105;106;107;;;;;101;104;106;;;;;;;;2;5;5;5;1;4;1;4;3;2;4;1;1;;3;4;1;;;;108;102;;9;3;5;7;9;9;7;6;6;1;1968;104;103;;99;100;CO;;;571017;;;;;831795942;;;;;;;;;;;;;;;;;1;;sit ultrices, metus, condimentum. ultrices, et sapien. amet sed vel lorem. eleifend quis Donec porta;;;;;;;;;;2,02E+11
Grupa.1;1;1323;45;Agent.02;874465209;1;20210809;2;14:04:00;1211;20;462;10;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090760;;;4;101;;170;190;999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101;102;103;105;106;;;;;;101;102;103;104;105;107;108;;;;5;3;1;4;3;5;4;4;1;3;4;1;1;;5;4;;;;;101;102;103;8;4;9;9;6;10;10;6;1;7;1991;104;104;;99;100;CO;;;654215;;;;;;500548913;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa.1;1;1336;45;Agent.02;785687648;1;20210729;5;12:34:00;1801;30;461;1;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090782;;;125;101;;7;7;117;118;;;;;;;;;103;104;107;109;;;;;;;;;2;5;;;999;;4;;101;102;103;104;105;106;108;;;;101;103;105;106;107;;;;;;1;5;4;4;4;5;1;4;1;2;1;2;1;2;2;4;;4;;;110;102;;10;7;0;1;6;9;1;9;4;4;1994;104;104;;99;100;CO;;;915673;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa.1;1;1344;53;Agent.06;867181992;1;20210804;4;16:22:00;1500;25;462;6;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090820;;;90;101;;450,1;500;108;105;101;;;;;;;;101;102;103;105;106;108;;;;;2;2;1;;2;5;;1;;;101;102;103;105;106;107;108;;;;101;103;104;105;107;108;;;;;2;5;1;1;2;3;4;3;5;2;5;2;2;;2;2;1;2;;;102;107;104;7;6;2;6;9;9;4;3;3;7;1980;104;102;;99;100;CO;;;515813;;;;;316625348;672815069;;;;;;;;;;;;;;;;1;;egestas consectetur Donec volutpat, Cras in lectus sed libero luctus, Lorem ornare penatibus consectetur ultrices, eu amet,;;;;;;;;;;2,02E+11
Grupa.1;1;1357;51;Agent.05;517744433;1;20210804;4;14:28:00;1617;27;462;9;CO;8;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090843;;;82;101;;55;55;108;102;104;101;;;;;;;101;106;;;;;;;;;2;3;;3;;3;;1;;;101;105;106;107;108;;;;;;101;103;105;106;107;108;;;;;2;5;4;5;1;2;4;4;2;5;5;;;;5;3;4;3;;;101;105;;9;10;3;7;2;8;3;3;4;7;1968;104;101;;99;100;CO;;;732373;;;;;234312324;;;;;;;;;;;;;;;;;1;;venenatis. Cras elit. vel lacinia felis, at penatibus orci id Etiam bibendum condimentum et scelerisque Praesent nostra, in;venenatis. Cras elit. vel lacinia felis, at penatibus orci id Etiam bibendum condimentum et scelerisque Praesent nostr;;;;;;;;;2,02E+11
Grupa.1;1;1358;114;Agent.13;734151880;1;20210810;3;15:57:00;1651;28;462;6;CO;6;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090850;;;72;101;;200;200;999;;;;;;;;;;102;103;104;105;106;107;110;;;;;5;2;5;4;3;4;;;3;101;102;105;108;;;;;;;101;103;106;108;;;;;;;1;5;4;4;1;3;4;2;5;5;4;1;;;4;;;5;;;103;101;;3;4;2;9;9;10;9;5;6;5;1966;103;101;;99;100;CO;;;596924;;;;;;;;;;;;;;;;;;;;;;1;;lobortis. taciti elit. Fusce fringilla;lobortis. taciti elit. Fusce fringilla vestibulum lorem. sit massa. leo vestibulum platea non;;;;;;;;;
Grupa.1;1;1360;53;Agent.06;445486632;1;20210802;2;14:47:00;1558;26;462;4;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090866;;;107;101;;406;400;999;;;;;;;;;;101;105;108;;;;;;;;3;;;;2;;;4;;;102;103;104;109;;;;;;;102;104;;;;;;;;;5;2;5;3;5;1;2;4;5;1;;3;1;5;;;;;5;;104;;;1;4;5;7;2;5;9;3;3;10;1962;104;104;;99;100;CO;;;467115;;;;;;;;;;;;;;;;;;;;;;1;;est. lobortis montes, tortor consectetur nisi. sit consectetur ad sed sociosqu Fusce luctus. in amet, elit. Proin Phasellus;est. lobortis montes, tortor consectetur nisi. sit consectetur ad sed sociosqu Fusce luctus. in amet, elit. Proin Phas;;;;;;;;;2,02E+11
Grupa.1;1;1364;57;Agent.09;447925657;1;20210810;3;09:19:00;1488;25;462;8;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090884;;;62;101;;100;100;999;;;;;;;;;;101;102;;;;;;;;;2;5;;;;;;;;;101;102;103;105;107;;;;;;101;102;103;104;105;106;107;108;;;5;2;5;5;5;2;1;4;4;3;4;5;2;;4;;5;;;;109;103;;7;9;10;5;4;10;2;9;9;6;1976;104;104;;99;100;CO;;;231054;;;;;;;;;;;;;;;;;;;;;;1;;Phasellus Fusce tortor a mauris lobortis tincidunt. dictumst. pellentesque finibus ad Donec a conubia non vulputate, at mus.;Phasellus Fusce tortor a mauris lobortis tincidunt. dictumst. pellentesque finibus ad Donec a conubia non vulputate, a;Phasellus Fusce tortor a mauris lobortis tincidunt. dictumst. pellentesque finibus ad Donec a conubia non vulputate, a;;;;;;;;2,02E+11
Grupa.1;1;1368;55;Agent.07;263963465;1;20210730;6;14:33:00;983;16;462;3;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32090889;;;196;101;;22;22;108;101;;;;;;;;;102;103;104;107;;;;;;;2;3;2;3;;;2;2;;;102;103;104;105;106;107;108;;;;102;103;104;105;106;;;;;;1;5;5;4;2;3;4;1;1;5;;1;1;3;2;2;1;3;;;107;102;110;8;6;1;7;7;9;5;3;10;10;1971;103;105;;99;100;CO;;;857921;;;;;;;;;;;;;;;;;;;;;;1;;erat in eget pellentesque Fusce ultrices, ut Class vehicula. conubia vel, semper amet, et per ad in. vel sit In lectus, mont;erat in eget pellentesque Fusce ultrices, ut Class vehicula. conubia vel, semper amet, et per ad in. vel sit In;;;;;;;;;2,02E+11
Grupa.1;1;1371;51;Agent.05;831246502;1;20210806;6;14:49:00;1607;27;462;7;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090896;;;128;101;;45;45;999;;;;;;;;;;101;102;103;104;105;106;107;108;;;5;1;3;3;2;1;4;2;;;101;102;103;106;109;110;;;;;101;103;107;108;;;;;;;5;5;5;5;2;3;4;3;4;3;4;2;2;;;5;;;3;4;104;105;;10;3;3;4;8;3;1;3;8;8;1973;104;105;;99;100;CO;;;307140;;;;;631651124;;;;;;;;;;;;;;;;;1;;ut. ante. suscipit turpis, tincidunt sociosqu condimentum In consectetur. Donec sociosqu lorem. nec commodo, lorem.;;;;;;;;;;2,02E+11
Grupa.1;1;1375;53;Agent.06;454596732;1;20210802;2;15:19:00;1607;27;462;4;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090899;;;75;101;;22,6;22,6;102;115;;;;;;;;;101;103;106;108;;;;;;;1;3;5;;;4;;3;;;102;103;104;105;107;108;;;;;101;102;103;105;;;;;;;1;2;5;5;2;4;5;4;3;1;;2;4;2;4;;1;2;;;106;;;5;0;3;3;10;2;9;7;2;4;1984;104;101;;99;100;CO;;;293990;;;;;;;;;;;;;;;;;;;;;;1;;ex egestas mus. elit, malesuada quam. condimentum sapien Donec erat sodales venenatis a velit condimentum Donec laoreet diam;;;;;;;;;;2,02E+11
Grupa.1;1;1387;55;Agent.07;100679868;1;20210802;2;17:05:00;1494;25;462;3;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090935;;;96;101;;25;25;101;108;104;106;103;118;;;;;103;104;106;107;110;;;;;;3;;4;3;;3;2;4;;1;101;103;104;105;106;108;;;;;101;103;105;;;;;;;;5;3;1;4;1;5;4;5;2;3;3;;4;2;1;1;;1;;;105;;;10;1;1;3;8;10;6;5;3;10;1995;104;104;;99;100;CO;;;819581;;;;;;;;;;;;;;;;;;;;;;1;;felis. ad luctus. aptent Cras lorem. placerat. Vivamus a aptent condimentum. pretium orci gravida consequat sociosqu amet pr;felis. ad luctus. aptent Cras lorem. placerat. Vivamus a aptent condimentum. pretium orci gravida consequat sociosqu a;;;;;;;;;2,02E+11
Grupa.1;1;1393;61;Agent.11;799973681;1;20210730;6;11:22:00;2344;39;462;2;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091044;;;107;101;;20;20;108;102;101;105;;;;;;;101;107;;;;;;;;;4;3;;;3;;4;3;;;101;102;104;105;107;;;;;;101;102;104;105;106;107;108;;;;5;5;2;5;4;1;1;1;1;1;2;4;;2;1;;2;;;;101;106;;9;7;9;0;3;8;10;5;3;2;1976;101;104;;99;100;CO;;;264475;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa.1;1;1403;61;Agent.11;854334298;1;20210803;3;18:53:00;10;0;462;7;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32091077;;;33;101;;1 100,00;1150;108;101;118;116;105;103;;;;;103;105;106;107;108;;;;;;3;;3;;3;4;2;3;;;101;102;103;105;106;;;;;;101;102;103;104;105;;;;;;3;5;5;1;2;3;1;2;3;5;4;4;4;;3;3;;;;;105;103;;2;9;10;0;7;3;1;7;9;7;1983;104;104;;99;100;CO;;;584597;;;;;;;;;;;;;;;;;;;;;;1;;non Cras lorem. diam elit lacinia nisi. tempus dui ultrices, Phasellus elit. tincidunt maximus ad sed varius in sed taciti e;;;;;;;;;;2,02E+11
Grupa.1;1;1404;53;Agent.06;306562012;1;20210812;5;15:35:00;1764;29;462;15;CO;10;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091095;;;124;101;;6;6;117;118;;;;;;;;;103;104;105;106;107;;;;;;;;1;4;4;3;3;;;;102;104;105;106;107;108;;;;;101;102;103;104;106;107;;;;;5;5;4;2;3;3;5;3;2;4;;1;;1;1;2;3;4;;;110;102;;6;7;1;1;5;4;8;3;10;2;1966;104;104;;99;100;CO;;;440628;;;;;;;;;;;;;;;;;;;;;;1;;condimentum. mattis auctor hac eget, vulputate, Aenean id venenatis. dui dolor blandit eu turpis, volutpat, orci. fringilla;;;;;;;;;;2,02E+11
Grupa.1;1;1412;61;Agent.11;897635183;1;20210804;4;15:06:00;1277;21;462;3;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091114;;;55;101;;290;290;108;106;119;;;;;;;;101;102;103;105;108;110;;;;;4;5;1;;1;4;;4;;2;101;102;104;105;107;;;;;;101;103;104;105;108;;;;;;5;1;5;1;2;1;1;1;1;1;2;2;;3;2;;3;;;;103;;;9;9;3;5;2;9;1;3;7;4;1961;104;103;;99;100;CO;;;516786;;;;;456746405;;;;;;;;;;;;;;;;;1;;ultrices, viverra amet, parturient ac dictum sem in diam vel litora vitae massa. molestie elementum maximus taciti porttitor;;;;;;;;;;2,02E+11
Grupa.1;1;1419;47;Agent.03;225552498;1;20210730;6;16:40:00;2086;35;462;2;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091169;;;222;101;;10;10;108;101;105;102;;;;;;;101;102;103;104;105;106;107;108;;;4;3;5;4;4;2;4;2;;;102;103;105;106;107;108;;;;;101;102;105;106;107;108;;;;;5;2;1;5;5;2;4;1;3;1;;5;1;;5;5;3;4;;;104;107;108;9;10;1;1;10;8;7;4;3;9;1975;104;103;;99;100;CO;;;312004;;;;;;;;;;;;;;;;;;;;;;1;;non ultrices, in elementum Mauris condimentum. leo In Pellentesque quam Fusce ultrices, ultrices, aliquet, ornare elit, et P;;;;;;;;;;2,02E+11
